Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;
867534-14;867534-14;14k White Gold Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;0.25 ctw;G-H;I1;$300 ;;;;
867534-14;867534-14;14k Yellow Gold Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;0.25 ctw;G-H;I1;$300 ;;;;
867534-14;867534-14;Platinum Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 1/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;0.25 ctw;G-H;I1;$450 ;;;;
867534-13;867534-13;14k White Gold Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;0.33 ctw;G-H;I1;$350 ;;;;
867534-13;867534-13;14k Yellow Gold Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;0.33 ctw;G-H;I1;$350 ;;;;
867534-13;867534-13;Platinum Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 1/3 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;0.33 ctw;G-H;I1;$550 ;;;;
867534-12;867534-12;14k White Gold Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;0.50 ctw;G-H;I1;$650 ;;;;
867534-12;867534-12;14k Yellow Gold Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;0.50 ctw;G-H;I1;$650 ;;;;
867534-12;867534-12;Platinum Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;0.50 ctw;G-H;I1;$895 ;;;;
867534-34;867534-34;14k White Gold Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;0.75 ctw;G-H;I1;$1 200 ;;;;
867534-34;867534-34;14k Yellow Gold Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;0.75 ctw;G-H;I1;$1 200 ;;;;
867534-34;867534-34;Platinum Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 3/4 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;0.75 ctw;G-H;I1;$1 895 ;;;;
867534-1;867534-1;14k White Gold Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;1.00 ctw;G-H;I1;$2 150 ;;;;
867534-1;867534-1;14k Yellow Gold Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;1.00 ctw;G-H;I1;$2 150 ;;;;
867534-1;867534-1;Platinum Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 1 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;1.00 ctw;G-H;I1;$2 800 ;;;;
867534-112;867534-112;14k White Gold Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;1.50 ctw;G-H;I1;$4 000 ;;;;
867534-112;867534-112;14k Yellow Gold Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;1.50 ctw;G-H;I1;$4 000 ;;;;
867534-112;867534-112;Platinum Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 1 1/2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;1.50 ctw;G-H;I1;$4 850 ;;;;
867534-2;867534-2;14k White Gold Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k White Gold Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Studs;;;2;2.00 ctw;G-H;I1;$8 500 ;;;;
867534-2;867534-2;14k Yellow Gold Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;14k Yellow Gold Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Studs;;;2;2.00 ctw;G-H;I1;$8 500 ;;;;
867534-2;867534-2;Platinum Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Platinum Traditional Four Prong Diamond Studs 2 Carat;Traditional and brilliant, these four prong basket style diamond stud earrings feature a pair of matched near-colorless diamonds with a friction back. Crafted with pride in USA. ;Studs, diamond studs, diamond earrings, diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Studs;;;2;2.00 ctw;G-H;I1;$9 500 ;;;;
