Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314;812282314;14k White Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k White Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k White Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314;812282314;14k Yellow Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k Yellow Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k Yellow Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282314R;812282314R;14k Rose Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;14k Rose Gold Double Bar Diamond Ring;This trendy diamond double bar ring features pave set diamonds vertically set to give you a stylish look.;;;5.2 mm;14k Rose Gold;Stuller;Diamond Rings;;;6;0.06 ctw;G-H;SI2;$595,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514W;812282514W;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k White Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514Y;812282514Y;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k Yellow Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812282514;812282514;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds vertically set to give you a stylish and stunning look.;;;1.5 mm;14k Rose Gold;Stuller;Diamond Rings;;;5;0.05 ctw;G-H;SI2;$325,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865192714;865192714;14k White Gold Interlocking Circle Diamond Ring;This trendy diamond fashion ring features two interlocking circles on the top of the ring. ;14k White Gold Interlocking Circle Diamond Ring;This trendy diamond fashion ring features two interlocking circles on the top of the ring. ;;;1.8 mm;14k White Gold;Stuller;Diamond Rings;;;18;0.06 ctw;G-H;SI2;$550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865182214;865182214;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;14k White Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;;;1.5 mm;14k White Gold;Stuller;Diamond Rings;;;11;0.10 ctw;G-H;SI2;$260,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865182214;865182214;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;14k Yellow Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;;;1.5 mm;14k Yellow Gold;Stuller;Diamond Rings;;;11;0.10 ctw;G-H;SI2;$260,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865182214;865182214;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;14k Rose Gold Diamond Bar Ring;This trendy diamond bar ring features pave set diamonds horizontally set to give you a stylish and beautiful look.;;;1.5 mm;14k Rose Gold;Stuller;Diamond Rings;;;11;0.10 ctw;G-H;SI2;$260,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812227614;812227614;14k White Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;14k White Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;;;1.4 mm;14k White Gold;Stuller;Diamond Rings;;;17;0.09 ctw;G-H;SI2;$350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812227614;812227614;14k Yellow Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;14k Yellow Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;;;1.4 mm;14k Yellow Gold;Stuller;Diamond Rings;;;17;0.09 ctw;G-H;SI2;$350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812227614;812227614;14k Rose Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;14k Rose Gold Diamond Sideways Cross Ring;This stylish diamond fashion ring features pave set diamonds in a cross shape across the top. ;;;1.4 mm;14k Rose Gold;Stuller;Diamond Rings;;;17;0.09 ctw;G-H;SI2;$350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85135214;85135214;14k White Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;14k White Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;;;1.4 mm;14k White Gold;Stuller;Diamond Rings;;;;;;;$185,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85135214;85135214;14k Yellow Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;14k Yellow Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;;;1.4 mm;14k Yellow Gold;Stuller;Diamond Rings;;;;;;;$185,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85135214;85135214;14k Rose Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;14k Rose Gold Sideways Cross Ring;Simple and stylish, this fashion ring features a sideways cross.;;;1.4 mm;14k Rose Gold;Stuller;Diamond Rings;;;;;;;$185,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865180714;865180714;14k White Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;14k White Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;;;1.5 mm;14k White Gold;Stuller;Diamond Rings;;;20;0.10 ctw;G-H;SI2;$390,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865180714;865180714;14k Yellow Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;14k Yellow Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;;;1.5 mm;14k Yellow Gold;Stuller;Diamond Rings;;;20;0.10 ctw;G-H;SI2;$390,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865180714;865180714;14k Rose Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;14k Rose Gold Diamond Circle Ring;This stylish diamond fashion ring features a circle of pave set diamonds on the top of the ring.;;;1.5 mm;14k Rose Gold;Stuller;Diamond Rings;;;20;0.10 ctw;G-H;SI2;$390,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865196914;865196914;14k White Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;14k White Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;;;1.9 mm;14k White Gold;Stuller;Diamond Rings;;;25;0.08 ctw;G-H;SI2;$475,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865196914;865196914;14k Yellow Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;14k Yellow Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;;;1.9 mm;14k Yellow Gold;Stuller;Diamond Rings;;;25;0.08 ctw;G-H;SI2;$475,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865196914;865196914;14k Rose Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;14k Rose Gold Diamond Twist Ring;This beautiful stackable band features diamonds twisted around a row of gold flowing halfway down the band. ;;;1.9 mm;14k Rose Gold;Stuller;Diamond Rings;;;25;0.08 ctw;G-H;SI2;$475,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865215314;865215314;14k White Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;14k White Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;;;6.6 mm;14k White Gold;Stuller;Diamond Rings;;;12;0.10 ctw;G-H;SI2;$480,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865215314;865215314;14k Yellow Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;14k Yellow Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;;;6.6 mm;14k Yellow Gold;Stuller;Diamond Rings;;;12;0.10 ctw;G-H;SI2;$480,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865215314R;865215314R;14k Rose Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;14k Rose Gold Bypass Diamond Fashion Ring ;Modern and stylish, this diamond bypass ring features two rows of pave set diamonds on the top of the band. ;;;6.6 mm;14k Rose Gold;Stuller;Diamond Rings;;;12;0.10 ctw;G-H;SI2;$480,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
812268014W;812268014W;14k White Gold Twisted Rope Diamond Band;This stunning stackable diamond band features one row of pave set diamonds twisted around a row of gold.;14k White Gold Twisted Rope Diamond Band;This stunning stackable diamond band features one row of pave set diamonds twisted around a row of gold.;;;2 mm;14k White Gold;Stuller;Diamond Rings;Fashion Rings;;51;0.13 ctw;G-H;SI2;$740,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
